filename,slices,height,width,dtype,min_pixel,max_pixel,mean_pixel,file_size_mb,status
1.2.826.0.1.3680043.8.498.97801593074967272818426686425783684019.npz,24,224,224,uint8,0,247,90.90935241284014,0.77,OK
1.2.826.0.1.3680043.8.498.98088158106162517036349306062117146158.npz,24,224,224,uint8,0,251,93.48383191167092,0.87,OK
1.2.826.0.1.3680043.8.498.98102326384022384988135161740715554081.npz,24,224,224,uint8,0,224,91.83248050196642,0.86,OK
1.2.826.0.1.3680043.8.498.98245099402587417357529873580269242442.npz,24,224,224,uint8,0,247,108.82562712585035,1.02,OK
1.2.826.0.1.3680043.8.498.98726920095602376402169723234889785811.npz,24,224,224,uint8,5,248,88.64999784093325,0.84,OK
1.2.826.0.1.3680043.8.498.99077228020457212663308522930032277692.npz,24,224,224,uint8,10,243,97.81096291055485,0.91,OK
1.2.826.0.1.3680043.8.498.99530910487841282080925925641871850306.npz,24,224,224,uint8,0,247,100.96154868197279,0.92,OK
1.2.826.0.1.3680043.8.498.99610843995157325466722641496744853850.npz,24,224,224,uint8,0,249,95.35580755739795,0.97,OK
1.2.826.0.1.3680043.8.498.99756865494595141142824145518281660651.npz,24,224,224,uint8,0,250,106.64110829878827,0.8,OK
1.2.826.0.1.3680043.8.498.99833984019170770899810570361289185437.npz,24,224,224,uint8,0,251,95.31146115672831,0.74,OK
1.2.826.0.1.3680043.8.498.99986085542110348438606173663301745221.npz,24,224,224,uint8,0,251,93.21467683753188,0.96,OK
